"","WARD_Name","injunctions_n"
"5416","Saltwell",1
"5417","Salvington",1
"5418","Samlesbury & Walton",1
"5419","Sandbach Elworth",1
"5420","Sandbach Ettiley Heath and Wheelock",1
"5421","Sandbach Heath and East",1
"5422","Sandbach Town",1
"5423","Sanders Park",1
"5424","Sanderstead",1
"5425","Sandfield Park",1
"5426","Sandfields East",1
"5427","Sandfields West",1
"5428","Sandford & Creedy",1
"5429","Sandford & the Wittenhams",1
"5430","Sandford Hill",1
"5431","Sandgate & West Folkestone",1
"5432","Sandhill",1
"5433","Sandhurst",1
"5434","Sandiacre",1
"5435","Sandown North",1
"5436","Sandown South",1
"5437","Sandridge & Wheathampstead",1
"5438","Sands",1
"5439","Sands End",1
"5440","Sandstone",1
"5441","Sandwich",1
"5442","Sandy",1
"5443","Sandywell",1
"5444","Sarisbury & Whiteley",1
"5445","Saron",1
"5446","Saughall & Mollington",1
"5447","Saundersfoot South",1
"5448","Sawbridgeworth",1
"5449","Sawley",1
"5450","Sawston",1
"5451","Sawtry",1
"5452","Saxilby",1
"5453","Saxmundham",1
"5454","Saxon Gate",1
"5455","Saxon Shore",1
"5456","Scalby & the Coast",1
"5457","Scale Hall",1
"5458","Scampton",1
"5459","Scarbrough & Seacroft",1
"5460","Scartho",1
"5461","Scotforth East",1
"5462","Scotforth West",1
"5463","Scotter and Blyton",1
"5464","Scotton & Lower Wensleydale",1
"5465","Seacombe",1
"5466","Seaford Central",1
"5467","Seaford East",1
"5468","Seaford North",1
"5469","Seaford South",1
"5470","Seaford West",1
"5471","Seaham",1
"5472","Seal and Weald",1
"5473","Seales",1
"5474","Seamer",1
"5475","Seasalter",1
"5476","Seaton",1
"5477","Seaton with Spital",1
"5478","Sedbergh and Kirkby Lonsdale",1
"5479","Sedgefield",1
"5480","Sedgley",2
"5481","Sedlescombe & Westfield",1
"5482","Sefton Park",1
"5483","Seghill with Seaton Delaval",1
"5484","Seighford & Church Eaton",1
"5485","Seiriol",1
"5486","Selattyn & Gobowen",1
"5487","Selby East",1
"5488","Selby West",1
"5489","Selden",1
"5490","Selhurst",1
"5491","Selsdon & Addington Village",1
"5492","Selsdon Vale & Forestdale",1
"5493","Selsey South",1
"5494","Selston",1
"5495","Senacre",1
"5496","Sence Valley",1
"5497","Send & Lovelace",2
"5498","Sett",1
"5499","Settle & Penyghent",1
"5500","Seven Kings",1
"5501","Seven Sisters",1
"5502","Seven Stars",1
"5503","Sevenoaks Eastern",1
"5504","Sevenoaks Kippington",2
"5505","Sevenoaks Northern",1
"5506","Sevenoaks Town and St John's",1
"5507","Severn",2
"5508","Severn Vale",1
"5509","Severn Vale North",1
"5510","Severn Vale South",1
"5511","Severn Valley",1
"5512","Sewell",1
"5513","Shacklewell",1
"5514","Shadwell",3
"5515","Shaftesbury",1
"5516","Shaftesbury & Queenstown",1
"5517","Shaftesbury Town",1
"5518","Shakerley",1
"5519","Shaldon & Stokeinteignhead",1
"5520","Shalford",1
"5521","Shanklin Central",1
"5522","Shanklin South",1
"5523","Shard End",1
"5524","Sharnbrook",1
"5525","Sharoe Green",1
"5526","Sharston",1
"5527","Shavington",1
"5528","Shaw",1
"5529","Shawbirch & Dothill",1
"5530","Shawbury",1
"5531","Shear Brow & Corporation Park",1
"5532","Shebbear & Langtree",1
"5533","Sheerness",1
"5534","Shefford",1
"5535","Sheldon",1
"5536","Shelford",1
"5537","Shenfield",2
"5538","Shenley",2
"5539","Shenley Brook End",1
"5540","Shenstone",1
"5541","Shephall",1
"5542","Shepherd's Bush Green",1
"5543","Shepperton Town",2
"5544","Sheppey Central",1
"5545","Sheppey East",1
"5546","Shepshed East",1
"5547","Shepshed West",1
"5548","Shepton Mallet",1
"5549","Shepway",1
"5550","Sherborne East",1
"5551","Sherborne Rural",1
"5552","Sherborne St John & Rooksdown",1
"5553","Sherborne West",1
"5554","Sherbourne",1
"5555","Sherburn in Elmet",1
"5556","Sheriff Hutton & Derwent",1
"5557","Sheringham North",1
"5558","Sheringham South",1
"5559","Sherrards",1
"5560","Sherston",1
"5561","Sherwood",1
"5562","Shevington",1
"5563","Shevington with Lower Ground & Moor",1
"5564","Shifnal North",1
"5565","Shifnal Rural",1
"5566","Shifnal South",1
"5567","Shilbottle",1
"5568","Shildon & Dene Valley",1
"5569","Shiney Row",1
"5570","Shinfield",1
"5571","Shipdham-with-Scarning",1
"5572","Shiphay",1
"5573","Shipley",1
"5574","Shipley View",1
"5575","Shipston North",1
"5576","Shipston South",1
"5577","Shirebrook North",1
"5578","Shirebrook South",1
"5579","Shiregreen and Brightside",1
"5580","Shiremoor",1
"5581","Shirenewton",1
"5582","Shirland",1
"5583","Shirley",1
"5584","Shirley East",1
"5585","Shirley North",1
"5586","Shirley South",2
"5587","Shirley West",1
"5588","Shobnall",1
"5589","Shoeburyness",1
"5590","Sholing",1
"5591","Shooters Hill",1
"5592","Short Heath",1
"5593","Shortlands & Park Langley",1
"5594","Shortstown",1
"5595","Shotton East and Shotton Higher",1
"5596","Shotton West",1
"5597","Shrub End",1
"5598","Shurdington",1
"5599","Sibsey & Stickney",1
"5600","Sidcup",1
"5601","Siddington & Cerney Rural",1
"5602","Sidemoor",1
"5603","Sidlesham with Selsey North",1
"5604","Sidmouth Rural",1
"5605","Sidmouth Sidford",1
"5606","Sidmouth Town",1
"5607","Sidney Sussex",1
"5608","Sileby & Seagrave",1
"5609","Silhill",1
"5610","Silksworth",1
"5611","Silver End & Cressing",1
"5612","Silverdale",1
"5613","Silverhill",1
"5614","Silverton",1
"5615","Simmondley",1
"5616","Simonside and Rekendyke",1
"5617","Sinfin & Osmaston",1
"5618","Singleton East",1
"5619","Singleton West",1
"5620","Singlewell",1
"5621","Sir Moses Montefiore",1
"5622","Sirhowy",1
"5623","Sitwell",1
"5624","Skegby",1
"5625","Skellingthorpe & Eagle",1
"5626","Skelmersdale North",1
"5627","Skelmersdale South",1
"5628","Skelton East",1
"5629","Skelton West",1
"5630","Skerton",1
"5631","Sketty",1
"5632","Skipton East & South",1
"5633","Skipton North & Embsay-with-Eastby",1
"5634","Skipton West & West Craven",1
"5635","Skirbeck",1
"5636","Skircoat",1
"5637","Slade Green & Northend",1
"5638","Sleaford Castle",1
"5639","Sleaford Holdingham",1
"5640","Sleaford Navigation",1
"5641","Sleaford Quarrington & Mareham",1
"5642","Sleaford Westholme",1
"5643","Sleekburn",1
"5644","Slideslow",1
"5645","Slough",1
"5646","Slough Central",1
"5647","Small Heath",1
"5648","Smallbridge & Firgrove",1
"5649","Smalley, Shipley & Horsley Woodhouse",1
"5650","Smethwick",1
"5651","Smith's Wood",1
"5652","Smithdown",1
"5653","Smithfield",1
"5654","Smithills",1
"5655","Snaith, Airmyn, Rawcliffe and Marshland",1
"5656","Snettisham",1
"5657","Snibston North",1
"5658","Snibston South",1
"5659","Snodland East & Ham Hill",1
"5660","Snodland West & Holborough Lakes",1
"5661","Soar Valley",1
"5662","Soham North",1
"5663","Soham South",1
"5664","Soho & Jewellery Quarter",1
"5665","Soho and Victoria",1
"5666","Solva",1
"5667","Solway Coast",1
"5668","Somerby",1
"5669","Somercotes",1
"5670","Somersham",1
"5671","Somerton",1
"5672","Sonning Common",1
"5673","Sopwell",1
"5674","South",1
"5675","South & West Lynn",1
"5676","South Acton",1
"5677","South Balham",1
"5678","South Bank",1
"5679","South Battle & Telham",1
"5680","South Beddington & Roundshaw",1
"5681","South Bermondsey",1
"5682","South Blyth",1
"5683","South Brent",1
"5684","South Cerney Village",1
"5685","South Chafford",3
"5686","South Charnwood",1
"5687","South Croydon",1
"5688","South Downham",1
"5689","South Downs",1
"5690","South East Cosford",1
"5691","South East Holderness",1
"5692","South East Purbeck",1
"5693","South Elmsall and South Kirkby",1
"5694","South Ham",1
"5695","South Hampstead",1
"5696","South Hanningfield, Stock and Margaretting",1
"5697","South Hornchurch",1
"5698","South Hunsley",1
"5699","South Jesmond",1
"5700","South Lake",1
"5701","South Middleton",1
"5702","South Molton",1
"5703","South Normanton East",1
"5704","South Normanton West",1
"5705","South Norwood",1
"5706","South Oxhey",1
"5707","South Park & Woodhatch",1
"5708","South Petherton & Islemoor",1
"5709","South Portslade",1
"5710","South Richmond",1
"5711","South Ruislip",3
"5712","South Tawton",1
"5713","South Tottenham",1
"5714","South Twickenham",1
"5715","South Tynedale",1
"5716","South West Holderness",1
"5717","South Wigston",1
"5718","South Woodford",2
"5719","South Woodham-Chetwood and Collingwood",1
"5720","South Woodham-Elmwood and Woodville",1
"5721","South Wymondham",1
"5722","South Yardley",1
"5723","Southall Broadway",1
"5724","Southall Green",1
"5725","Southall West",1
"5726","Southam East, Central & Stockton",1
"5727","Southam North & Long Itchington",1
"5728","Southam South",2
"5729","Southam West",1
"5730","Southborough & Bidborough",1
"5731","Southbourne",1
"5732","Southbury",1
"5733","Southchurch",1
"5734","Southcoates",1
"5735","Southcote",1
"5736","Southdown",1
"5737","Southern Rother",1
"5738","Southern Villages",1
"5739","Southey",1
"5740","Southfield",1
"5741","Southfields",1
"5742","Southgate",1
"5743","Southlands",1
"5744","Southmead",1
"5745","Southminster",1
"5746","Southtown and Cobholm",1
"5747","Southville",1
"5748","Southwater North",1
"5749","Southwater South & Shipley",1
"5750","Southway",1
"5751","Southwell",1
"5752","Southwick",1
"5753","Southwick Green",1
"5754","Southwick and Wickham",1
"5755","Southwold",1
"5756","Sovereign",1
"5757","Sowerby & Topcliffe",1
"5758","Sowerby Bridge",1
"5759","Spalding Castle",1
"5760","Spalding Monks House",1
"5761","Spalding St John's",1
"5762","Spalding St Mary's",1
"5763","Spalding St Paul's",1
"5764","Spalding Wygate",1
"5765","Sparkbrook & Balsall Heath East",1
"5766","Sparkhill",1
"5767","Speke",1
"5768","Spencers Wood & Swallowfield",1
"5769","Spennymoor",1
"5770","Spilsby",1
"5771","Spinney Hills",1
"5772","Spire",1
"5773","Spital",1
"5774","Spitalfields & Banglatown",1
"5775","Spixworth with St Faiths",1
"5776","Splott",1
"5777","Spofforth with Lower Wharfedale & Tockwith",1
"5778","Spondon",1
"5779","Spotland & Falinge",1
"5780","Spring Hill",1
"5781","Springbank",1
"5782","Springfield",1
"5783","Springfield North",1
"5784","Springwood",1
"5785","Sprites",1
"5786","Sprotbrough",1
"5787","Sproughton & Pinewood",1
"5788","Sprowston Central",1
"5789","Sprowston East",1
"5790","Squires Gate",1
"5791","Squirrels Heath",1
"5792","St Agnes",1
"5793","St Alban's",1
"5794","St Alphege",1
"5795","St Ambrose",1
"5796","St Andrew's",1
"5797","St Andrew's & Docklands",1
"5798","St Andrews",1
"5799","St Ann's",1
"5800","St Anne's",1
"5801","St Anne's and St John's",1
"5802","St Anthony's",1
"5803","St Arvans",1
"5804","St Asaph East",1
"5805","St Asaph West",1
"5806","St Athan",1
"5807","St Augustine's",1
"5808","St Austell Bethel & Holmbush",1
"5809","St Austell Central & Gover",1
"5810","St Austell Poltair & Mount Charles",1
"5811","St Barnabas",1
"5812","St Bartholomew",1
"5813","St Bartholomew's",1
"5814","St Benet's",1
"5815","St Blazey",1
"5816","St Bride's Major",1
"5817","St Bride's Minor and Ynysawdre",1
"5818","St Budeaux",1
"5819","St Cattwg",1
"5820","St Chad's",1
"5821","St Clears and Llansteffan",1
"5822","St Cleer & Menheniot",1
"5823","St Clement",1
"5824","St Clement's",1
"5825","St Columb Major, St Mawgan & St Wenn",1
"5826","St Columb Minor & Colan",1
"5827","St David's",1
"5828","St Dennis & St Enoder",1
"5829","St Dogmaels",1
"5830","St Dunstan's",2
"5831","St Edward's",1
"5832","St Florence and St Mary Out Liberty",1
"5833","St Gabriels",1
"5834","St George Central",1
"5835","St George Troopers Hill",1
"5836","St George West",1
"5837","St George's",4
"5838","St Georges",1
"5839","St Germain's",1
"5840","St Giles",1
"5841","St Goran, Tregony & the Roseland",1
"5842","St Helens",1
"5843","St Helens Town Centre",1
"5844","St Helier",1
"5845","St Helier East",1
"5846","St Helier West",1
"5847","St Ishmael's",1
"5848","St Ives East",1
"5849","St Ives East, Lelant & Carbis Bay",1
"5850","St Ives South",1
"5851","St Ives West",1
"5852","St Ives West & Towednack",1
"5853","St James",1
"5854","St James'",1
"5855","St James's",9
"5856","St John's",3
"5857","St John's and Great Clifton",1
"5858","St Jude",1
"5859","St Julians",1
"5860","St Katharine's & Wapping",5
"5861","St Kingsmark",1
"5862","St Laurence",1
"5863","St Leonards & St Ives",1
"5864","St Loyes",1
"5865","St Luke",1
"5866","St Margaret and South Marston",1
"5867","St Margaret's",1
"5868","St Margarets & North Twickenham",1
"5869","St Mark's",3
"5870","St Mark's & Seething Wells",1
"5871","St Martin's",3
"5872","St Martins",1
"5873","St Mary Cray",1
"5874","St Mary's",3
"5875","St Mary's & St James",2
"5876","St Mary's & St James'",1
"5877","St Mary's Island",1
"5878","St Marychurch",1
"5879","St Matthew's",2
"5880","St Mewan & Grampound",1
"5881","St Michael",1
"5882","St Michael's",3
"5883","St Michael's & Stonefield",1
"5884","St Michaels",1
"5885","St Neots East",1
"5886","St Neots Eatons",1
"5887","St Neots Eynesbury",1
"5888","St Neots Priory Park & Little Paxton",1
"5889","St Newlyn East, Cubert & Goonhavern",1
"5890","St Nicholas",1
"5891","St Nicholas and Llancarfan",1
"5892","St Nicolas",2
"5893","St Olaves",1
"5894","St Oswald",1
"5895","St Oswald's",1
"5896","St Osyth",1
"5897","St Pancras & Somers Town",3
"5898","St Paul",1
"5899","St Paul's",1
"5900","St Paul's Cray",1
"5901","St Pauls",2
"5902","St Peter",1
"5903","St Peter and the Waterfront",1
"5904","St Peter's",2
"5905","St Peter's & Canalside",2
"5906","St Peter's Parish",1
"5907","St Peter's with St Mary's",1
"5908","St Peters",1
"5909","St Radigunds",1
"5910","St Stephen",3
"5911","St Stephen's",1
"5912","St Stephen-in-Brannel",1
"5913","St Teath & Tintagel",1
"5914","St Thomas",1
"5915","St Thomas'",1
"5916","St. Ann's",1
"5917","St. Briavels",1
"5918","St. Dials",1
"5919","St. Helen's",1
"5920","St. James's",1
"5921","St. Luke's",2
"5922","St. Margaret's with St. Nicholas",1
"5923","St. Mary's",1
"5924","St. Thomas's",1
"5925","Staines",2
"5926","Staines South",1
"5927","Stainforth & Barnby Dun",1
"5928","Staining",1
"5929","Stainsby Hill",1
"5930","Stainton & Thornton",1
"5931","Stairfoot",1
"5932","Stakeford",1
"5933","Stakes",1
"5934","Stalbridge & Marnhull",1
"5935","Stalham",1
"5936","Stalybridge North",1
"5937","Stalybridge South",1
"5938","Stamford",1
"5939","Stamford All Saints",1
"5940","Stamford Hill West",1
"5941","Stamford St George's",1
"5942","Stamford St John's",1
"5943","Stamford St Mary's",1
"5944","Stanah",1
"5945","Stanborough",1
"5946","Standish with Langtree",1
"5947","Standlake, Aston and Stanton Harcourt",1
"5948","Stanford",1
"5949","Stanford East and Corringham Town",1
"5950","Stanford-le-Hope West",1
"5951","Stanground South",1
"5952","Stanhope",1
"5953","Staniland",1
"5954","Stanley",1
"5955","Stanley and Outwood East",1
"5956","Stanmore",1
"5957","Stannington",1
"5958","Stansted North",1
"5959","Stansted South & Birchanger",3
"5960","Stansty",1
"5961","Stanton",1
"5962","Stanton Hill & Teversal",1
"5963","Stantonbury",1
"5964","Stanway",1
"5965","Stanwell",1
"5966","Stanwell North",3
"5967","Stanwix Urban",1
"5968","Stapenhill",1
"5969","Staple Hill & Mangotsfield",1
"5970","Stapleford North",1
"5971","Stapleford South East",1
"5972","Stapleford South West",1
"5973","Staplehurst",1
"5974","Station",1
"5975","Staveley Central",1
"5976","Staveley North",1
"5977","Staveley South",1
"5978","Stenson",1
"5979","Stephenson",1
"5980","Stepney Green",1
"5981","Steventon & the Hanneys",1
"5982","Steyning & Ashurst",1
"5983","Stibbard",1
"5984","Stifford Clays",2
"5985","Stilton, Folksworth & Washingley",1
"5986","Stirchley",1
"5987","Stockbridge",1
"5988","Stockingford East",1
"5989","Stockingford West",1
"5990","Stockland Green",1
"5991","Stocksbridge and Upper Don",1
"5992","Stocksfield & Bywell",1
"5993","Stockton Heath",1
"5994","Stockton Town Centre",1
"5995","Stockwell East",1
"5996","Stockwell West & Larkhall",1
"5997","Stockwood",1
"5998","Stody",1
"5999","Stoke",2
"6000","Stoke Bishop",1
"6001","Stoke Gifford",1
"6002","Stoke Newington",1
"6003","Stoke Park",1
"6004","Stoke Park & Cheswick",1
"6005","Stokenham",1
"6006","Stokesley",1
"6007","Stone Bench",1
"6008","Stone Castle",1
"6009","Stone Cross",1
"6010","Stone House",2
"6011","Stonebridge",1
"6012","Stonecot",1
"6013","Stonehouse",1
"6014","Stoneleigh",1
"6015","Stonesfield and Tackley",1
"6016","Stoney Street",1
"6017","Stoneycroft",1
"6018","Stoneygate",1
"6019","Stonham",1
"6020","Stony Stratford",1
"6021","Stonydelph",1
"6022","Stopsley",1
"6023","Storrington & Washington",1
"6024","Stort Valley",1
"6025","Stotfold",1
"6026","Stottesdon, Kinlet & Hopton Wafers",1
"6027","Stoughton North",1
"6028","Stoughton South",1
"6029","Stour",1
"6030","Stour & Allen Vale",1
"6031","Stour Valley",1
"6032","Stour Valley North",1
"6033","Stour Valley South",1
"6034","Stow",1
"6035","Stow Hill",1
"6036","Stow Thorney",1
"6037","Stowe",1
"6038","Stradbroke & Laxfield",1
"6039","Stramshall & Weaver",1
"6040","Stratford",1
"6041","Stratford Avenue",1
"6042","Stratford Bishopton",1
"6043","Stratford Clopton",1
"6044","Stratford Guildhall & Bridgetown",1
"6045","Stratford Hathaway",1
"6046","Stratford Olympic Park",1
"6047","Stratford Orchard Hill",1
"6048","Stratford Shottery",1
"6049","Stratford Tiddington",1
"6050","Stratford Welcombe",1
"6051","Stratton",2
"6052","Stratton, Kilkhampton & Morwenstow",1
"6053","Strawberry",1
"6054","Stray, Woodlands & Hookstone",1
"6055","Streatham Common & Vale",1
"6056","Streatham Hill East",1
"6057","Streatham Hill West & Thornton",1
"6058","Streatham St Leonard's",1
"6059","Streatham Wells",1
"6060","Street",1
"6061","Streetly",1
"6062","Strensall",1
"6063","Stretford & Humphrey Park",1
"6064","Stretham",1
"6065","Stretton",1
"6066","Strood North & Frindsbury",1
"6067","Strood Rural",1
"6068","Strood West",1
"6069","Stroud Central",1
"6070","Stroud Farmhill and Paganhill",1
"6071","Stroud Green",1
"6072","Stroud Slade",1
"6073","Stroud Trinity",1
"6074","Stroud Uplands",1
"6075","Stroud Valley",1
"6076","Stubbington",1
"6077","Studley North",1
"6078","Studley South",1
"6079","Sturminster Newton",1
"6080","Sturry",1
"6081","Sturton",1
"6082","Sudbrooke",1
"6083","Sudbury",1
"6084","Sudbury North East",1
"6085","Sudbury North West",1
"6086","Sudbury South East",1
"6087","Sudbury South West",1
"6088","Sudell",1
"6089","Suffield Park",1
"6090","Sully",1
"6091","Summerfield & All Saints",1
"6092","Summertown",1
"6093","Sumners & Kingsmoor",1
"6094","Sunbury Common",1
"6095","Sunbury East",1
"6096","Sundon Park",1
"6097","Sundorne & Old Heath",1
"6098","Sunningdale & Cheapside",1
"6099","Surbiton Hill",1
"6100","Surrey Docks",1
"6101","Sutton",2
"6102","Sutton Bridge",1
"6103","Sutton Central",1
"6104","Sutton Central & New Cross",1
"6105","Sutton Courtenay",1
"6106","Sutton Four Oaks",1
"6107","Sutton Junction & Harlow Wood",1
"6108","Sutton Mere Green",1
"6109","Sutton North",1
"6110","Sutton North West",1
"6111","Sutton Reddicap",1
"6112","Sutton Roughley",1
"6113","Sutton South",1
"6114","Sutton South East",1
"6115","Sutton St Mary's",1
"6116","Sutton Trinity",1
"6117","Sutton Vesey",1
"6118","Sutton Villages",1
"6119","Sutton Walls",1
"6120","Sutton Walmley & Minworth",1
"6121","Sutton West & East Cheam",1
"6122","Sutton Wylde Green",1
"6123","Sutton and Mount Gould",2
"6124","Sutton on Sea",1
"6125","Sutton-on-Trent",1
"6126","Swadlincote",1
"6127","Swaffham",1
"6128","Swalecliffe",1
"6129","Swanage",1
"6130","Swanley Christchurch and Swanley Village",1
"6131","Swanley St Mary's",1
"6132","Swanley White Oak",1
"6133","Swanscombe",1
"6134","Swanside",1
"6135","Swanwick",1
"6136","Swavesey",1
"6137","Sway",1
"6138","Swaythling",1
"6139","Sweyne Park and Grange",1
"6140","Swindon Village",1
"6141","Swineshead and Holland Fen",1
"6142","Swinley Forest",1
"6143","Swinton & Wardley",1
"6144","Swinton Park",1
"6145","Swinton Rockingham",1
"6146","Swiss Valley",1
"6147","Swynnerton & Oulton",1
"6148","Sydenham",1
"6149","Symonds Green",1
"6150","Syon & Brentford Lock",1
"6151","Syston",1
"6152","Tadcaster",1
"6153","Tadley & Pamber",1
"6154","Tadley North, Kingsclere & Baughurst",1
"6155","Taff's Well",1
"6156","Takeley",2
"6157","Talavera",1
"6158","Talbot",1
"6159","Talbot & Branksome Woods",1
"6160","Tale Vale",1
"6161","Talgarth",1
"6162","Talke & Butt Lane",1
"6163","Talybolion",1
"6164","Talybont-on-Usk",1
"6165","Tamarside",1
"6166","Tanhouse & Skelmersdale Town Centre",1
"6167","Tankerton",1
"6168","Tanworth-in-Arden",1
"6169","Tardebigge",1
"6170","Tarleton Village",1
"6171","Tarporley",1
"6172","Tarpots",1
"6173","Tarring",1
"6174","Tarvin & Kelsall",1
"6175","Tatsfield & Titsey",1
"6176","Tattenhall",1
"6177","Tattenham Corner & Preston",1
"6178","Tattenhoe",1
"6179","Taunton East",1
"6180","Taunton North",1
"6181","Taunton South",1
"6182","Taverham North",1
"6183","Taverham South",1
"6184","Tavistock North",1
"6185","Tavistock South East",1
"6186","Tavistock South West",1
"6187","Taw Vale",1
"6188","Tawe Uchaf",1
"6189","Teddington",1
"6190","Teesville",1
"6191","Teifi",1
"6192","Teigl",1
"6193","Teign Valley",1
"6194","Teignmouth Central",1
"6195","Teignmouth East",1
"6196","Teignmouth West",1
"6197","Telegraph Hill",1
"6198","Temple",1
"6199","Temple Cowley",1
"6200","Temple Hill",1
"6201","Temple Newsam",1
"6202","Tenbury",1
"6203","Tenby: North",1
"6204","Tenby: South",1
"6205","Tenterden North",1
"6206","Tenterden South",1
"6207","Tenterden St Michael's",1
"6208","Tern",1
"6209","Terriers & Amersham Hill",1
"6210","Terrington",1
"6211","Tetbury East & Rural",1
"6212","Tetbury Town",1
"6213","Tetbury with Upton",1
"6214","Tetford & Donington",1
"6215","Tetney",1
"6216","Tettenhall Regis",1
"6217","Tettenhall Wightwick",1
"6218","Tewkesbury East",1
"6219","Tewkesbury North & Twyning",1
"6220","Tewkesbury South",1
"6221","Teynham and Lynsted",1
"6222","Thame",1
"6223","Thames",2
"6224","Thames Ditton",1
"6225","Thames View",1
"6226","Thamesfield",1
"6227","Thamesmead East",1
"6228","Thamesmead Moorings",1
"6229","Thanet Villages",1
"6230","Thatcham Central",1
"6231","Thatcham Colthrop & Crookham",1
"6232","Thatcham North East",1
"6233","Thatcham West",1
"6234","Thatto Heath",1
"6235","Thaxted & the Eastons",1
"6236","The Ampneys & Hampton",1
"6237","The Bartons",1
"6238","The Beeches",1
"6239","The Bentleys & Frating",1
"6240","The Buckenhams & Banham",1
"6241","The Colnes",1
"6242","The Dales",1
"6243","The Fornhams & Great Barton",1
"6244","The Havens",1
"6245","The Homesteads",1
"6246","The Lavingtons",1
"6247","The Lawns",1
"6248","The Meads",1
"6249","The Meres",1
"6250","The Missendens",1
"6251","The Mordens",1
"6252","The Mundens",1
"6253","The Nedge",1
"6254","The Oakleys & Wix",1
"6255","The Raynhams",1
"6256","The Rissingtons",1
"6257","The Rows",1
"6258","The Saints",1
"6259","The Sampfords",1
"6260","The Stanleys",1
"6261","The Strettons",1
"6262","The Stukeleys",1
"6263","The Witterings",1
"6264","The Wolds",1
"6265","The Woottons",1
"6266","The Worthys",1
"6267","The Wrythe",1
"6268","Theale",1
"6269","Thetford Boudica",1
"6270","Thetford Burrell",1
"6271","Thetford Castle",1
"6272","Thetford Priory",3
"6273","Theydon Bois with Passingford",1
"6274","Thirsk",1
"6275","Thistleberry",1
"6276","Thompsons",1
"6277","Thornborough",1
"6278","Thornbury",1
"6279","Thorne & Moorends",1
"6280","Thornhill",1
"6281","Thornley & Wheatley Hill",1
"6282","Thornton Dale & Wolds",1
"6283","Thornton Heath",1
"6284","Thornton and Allerton",1
"6285","Thorpe",3
"6286","Thorpe Astley & St Mary's",1
"6287","Thorpe Hamlet",1
"6288","Thorpe St Andrew North West",1
"6289","Thorpe St Andrew South East",1
"6290","Thorpe Willoughby & Hambleton",1
"6291","Thorpe, Beaumont & Great Holland",1
"6292","Thrapston",1
"6293","Three Bridges",1
"6294","Three Crosses",1
"6295","Three Fields",1
"6296","Threemilestone & Chacewater",1
"6297","Thringstone",1
"6298","Throston",1
"6299","Thrupp",1
"6300","Thundersley North",1
"6301","Thundersley South",2
"6302","Thurcroft & Wickersley South",1
"6303","Thurlton",1
"6304","Thurmaston",1
"6305","Thurnby & Houghton",1
"6306","Thurncourt",1
"6307","Thursby",1
"6308","Thurston",1
"6309","Tibshelf",1
"6310","Tickhill & Wadsworth",1
"6311","Tidenham",1
"6312","Tideswell",1
"6313","Tidworth East & Ludgershall South",1
"6314","Tidworth North & West",1
"6315","Tilbury Riverside and Thurrock Park",3
"6316","Tilbury St Chads",2
"6317","Tilehurst",1
"6318","Tilehurst & Purley",1
"6319","Tilehurst Birch Copse",1
"6320","Tilehurst South & Holybrook",1
"6321","Tilgate",1
"6322","Till Valley",1
"6323","Tillingbourne",1
"6324","Tillingham",1
"6325","Tilney, Mershe Lande & Wiggenhall",1
"6326","Timperley Central",1
"6327","Timperley North",1
"6328","Timsbury",1
"6329","Tintwistle",1
"6330","Tipton Green",1
"6331","Tiptree",1
"6332","Tirymynach",1
"6333","Tisbury",1
"6334","Titchfield",1
"6335","Titchfield Common",1
"6336","Tithebarn",1
"6337","Tiverton Castle",1
"6338","Tiverton Cranmore",1
"6339","Tiverton Lowman",1
"6340","Tiverton Westexe",1
"6341","Tividale",1
"6342","Toddington",1
"6343","Todmorden",1
"6344","Tokyngton",1
"6345","Toller",1
"6346","Tollerton",1
"6347","Tollesbury",1
"6348","Tolleshunt D'Arcy",1
"6349","Tollgate",1
"6350","Tollington",1
"6351","Tolworth",2
"6352","Ton-teg",1
"6353","Tong",1
"6354","Tonge with the Haulgh",1
"6355","Tonypandy",1
"6356","Tonyrefail East",1
"6357","Tonyrefail West",1
"6358","Tooting Bec",1
"6359","Tooting Broadway",1
"6360","Topsham",1
"6361","Torksey",1
"6362","Tormohun",1
"6363","Torpoint",1
"6364","Torrisholme",1
"6365","Totland & Colwell",1
"6366","Totnes",1
"6367","Toton & Chilwell Meadows",1
"6368","Tottenham Central",1
"6369","Tottenham Hale",1
"6370","Totteridge & Bowerdean",1
"6371","Totteridge & Woodside",1
"6372","Tottington",1
"6373","Totton Central",1
"6374","Totton North",1
"6375","Totton South",1
"6376","Tovil",1
"6377","Towcester",1
"6378","Tower",2
"6379","Tower Hamlets",1
"6380","Town",4
"6381","Town & Castle",1
"6382","Town Centre & The Parks",1
"6383","Town Close",1
"6384","Townhill",1
"6385","Towyn",1
"6386","Toxteth",1
"6387","Trafalgar",1
"6388","Trallwng",1
"6389","Tranby",1
"6390","Trawsfynydd",1
"6391","Tre-garth a Mynydd Llandygái",1
"6392","Trealaw",1
"6393","Trebanos",1
"6394","Tredegar",1
"6395","Tredegar Park and Marshfield",1
"6396","Tredington",1
"6397","Tref Cybi",1
"6398","Trefeurig",1
"6399","Trefnant",1
"6400","Treforest",1
"6401","Tregaron and Ystrad Fflur",1
"6402","Treharris",1
"6403","Treherbert",1
"6404","Trelech",1
"6405","Trelystan and Trewern",1
"6406","Tremeirchion",1
"6407","Trench",1
"6408","Trent",1
"6409","Trent Bridge",1
"6410","Trent Vale & Oak Hill",1
