"","WARD_Name","injunctions_n"
"6411","Trent Valley",1
"6412","Treorchy",1
"6413","Tresco",1
"6414","Tressell",1
"6415","Treuddyn",1
"6416","Trevethin and Penygarn",1
"6417","Trimdon",1
"6418","Trimdon & Wingate",1
"6419","Trimsaran",1
"6420","Tring Central",1
"6421","Tring East",1
"6422","Tring West and Rural",1
"6423","Trinity",2
"6424","Troon",1
"6425","Trowbridge",1
"6426","Trowbridge Adcroft",1
"6427","Trowbridge Central",1
"6428","Trowbridge Drynham",1
"6429","Trowbridge Grove",1
"6430","Trowbridge Lambrok",1
"6431","Trowbridge Park",1
"6432","Trowbridge Paxcroft",1
"6433","Trumpington",1
"6434","Trunch",1
"6435","Truro Boscawen & Redannick",1
"6436","Truro Moresk & Trehaverne",1
"6437","Truro Tregolls",1
"6438","Tryfan",1
"6439","Tudhoe",1
"6440","Tudno",1
"6441","Tudor",1
"6442","Tuebrook Breckside Park",1
"6443","Tuebrook Larkhill",1
"6444","Tuffley",1
"6445","Tufnell Park",1
"6446","Tunstall",1
"6447","Tupsley",1
"6448","Tupton",1
"6449","Tuxford and Trent",1
"6450","Twerton & Whiteway",1
"6451","Twickenham Riverside",1
"6452","Two Locks",1
"6453","Two Rivers & Three Moors",1
"6454","Twrcelyn",1
"6455","Twycross and Witherley with Sheepy",1
"6456","Twydall",1
"6457","Twyford, Ruscombe & Hurst",1
"6458","Twyn Carno",1
"6459","Tycroes",1
"6460","Tyisha",1
"6461","Tyldesley",1
"6462","Tyldesley & Mosley Common",1
"6463","Tylorstown and Ynyshir",1
"6464","Tynemouth",1
"6465","Tyseley & Hay Mills",1
"6466","Tysoe",1
"6467","Uckfield East",1
"6468","Uckfield New Town",1
"6469","Uckfield North",1
"6470","Uckfield Ridgewood & Little Horsted",1
"6471","Ullesthorpe",1
"6472","Ulverston",1
"6473","Underdale",1
"6474","Underhill",1
"6475","Underwood",1
"6476","University",1
"6477","Unstone",1
"6478","Unsworth",1
"6479","Up Hatherley",1
"6480","Up Holland",1
"6481","Uplands",1
"6482","Uplands & Funtley",1
"6483","Upminster",3
"6484","Upper Culm",1
"6485","Upper Cwmbran",1
"6486","Upper Dales",1
"6487","Upper Edmonton",1
"6488","Upper Gornal & Woodsetton",1
"6489","Upper Howsell",1
"6490","Upper Kent",1
"6491","Upper Lune Valley",1
"6492","Upper Meon Valley",1
"6493","Upper Rhydfelen and Glyn-taf",1
"6494","Upper Stoke",1
"6495","Upper Teesdale",1
"6496","Upper Tone",1
"6497","Upper Walthamstow",1
"6498","Upper Weald",1
"6499","Upper Wensum",1
"6500","Upper Willingdon",1
"6501","Upper Yeo & Taw",1
"6502","Upperby",1
"6503","Upperton",1
"6504","Uppingham",1
"6505","Upton",6
"6506","Upton & Ripple",1
"6507","Upton Lea",1
"6508","Upton Snodsbury",1
"6509","Upwell & Delph",1
"6510","Upwey & Broadwey",1
"6511","Urchfont & Bishops Cannings",1
"6512","Urmston",1
"6513","Uwch Aled",1
"6514","Uwch Conwy",1
"6515","Uxbridge",1
"6516","Vale",1
"6517","Valence",1
"6518","Valentines",1
"6519","Valley",2
"6520","Valley Gardens & Central Harrogate",1
"6521","Valley Park",1
"6522","Van",1
"6523","Vauxhall",5
"6524","Vaynor",1
"6525","Ventnor & St Lawrence",1
"6526","Verulam",1
"6527","Verwood",1
"6528","Vicarage",1
"6529","Victoria",3
"6530","Victoria & Norcross",1
"6531","Viking",1
"6532","Village",2
"6533","Vincent Square",7
"6534","Vintry",1
"6535","Virginia Water",2
"6536","Vivary Bridge",1
"6537","Waddesdon",1
"6538","Waddingham and Spital",1
"6539","Waddington Rural",1
"6540","Waddington, Bashall Eaves & Mitton",1
"6541","Waddon",1
"6542","Wadebridge East & St Minver",1
"6543","Wadebridge West & St Mabyn",1
"6544","Wainbody",1
"6545","Wainfleet",1
"6546","Wainwright",1
"6547","Wakefield East",1
"6548","Wakefield North",1
"6549","Wakefield Rural",1
"6550","Wakefield South",1
"6551","Wakefield West",1
"6552","Walbrook",1
"6553","Walcot",1
"6554","Walcot and Park North",1
"6555","Walderslade",1
"6556","Wales",1
"6557","Walham Green",1
"6558","Walkden North",1
"6559","Walkden South",1
"6560","Walker",1
"6561","Walkergate",1
"6562","Walkley",1
"6563","Wall End",1
"6564","Walland & Denge Marsh",2
"6565","Wallasey",1
"6566","Wallingford",1
"6567","Wallington & Downend",1
"6568","Wallington North",1
"6569","Wallington South",1
"6570","Wallisdown & Winton West",1
"6571","Wallsend Central",1
"6572","Wallsend North",1
"6573","Walmer",1
"6574","Walney Island",1
"6575","Walpole",1
"6576","Walsham-le-Willows",1
"6577","Walsingham",1
"6578","Walsoken, West Walton & Walpole",1
"6579","Waltham",1
"6580","Waltham Abbey North",1
"6581","Waltham Abbey South & Rural",3
"6582","Waltham Abbey West",1
"6583","Waltham Cross",2
"6584","Waltham-on-the-Wolds",1
"6585","Walton",2
"6586","Walton Central",1
"6587","Walton Manor",1
"6588","Walton North",1
"6589","Walton South",1
"6590","Walton-le-Dale East",1
"6591","Walton-le-Dale West",1
"6592","Wandle",2
"6593","Wandsworth Common",1
"6594","Wandsworth Town",1
"6595","Wanstead Park",3
"6596","Wanstead Village",4
"6597","Wantage & Grove Brook",1
"6598","Wantage Charlton",1
"6599","Warboys",1
"6600","Warbreck",1
"6601","Ward End",2
"6602","Warden Hill",1
"6603","Wardle, Shore & West Littleborough",1
"6604","Wardley and Leam Lane",1
"6605","Ware Priory",1
"6606","Ware Rural",1
"6607","Ware St Mary's",1
"6608","Ware Trinity",1
"6609","Wareham",1
"6610","Warley",3
"6611","Warlingham East & Chelsham & Farleigh",1
"6612","Warlingham West",1
"6613","Warminster Broadway",1
"6614","Warminster East",1
"6615","Warminster North & Rural",1
"6616","Warminster West",1
"6617","Warndon & Elbury Park",1
"6618","Warren",1
"6619","Warsop Carrs",1
"6620","Warton",2
"6621","Warwick All Saints & Woodloes",1
"6622","Warwick Aylesford",1
"6623","Warwick Myton & Heathcote",1
"6624","Warwick Saltisford",1
"6625","Washburn & Birstwith",1
"6626","Washford",1
"6627","Washington Central",1
"6628","Washington East",1
"6629","Washington North",1
"6630","Washington South",1
"6631","Washington West",1
"6632","Watchet & Stogursey",1
"6633","Watchetts",1
"6634","Watchfield & Shrivenham",1
"6635","Water Orton",1
"6636","Waterfront",1
"6637","Waterfront North",1
"6638","Waterfront South",1
"6639","Waterhead",1
"6640","Waterhouse Farm",1
"6641","Waterloo",2
"6642","Waterloo & South Bank",6
"6643","Watermoor",1
"6644","Waterside & Horsfield",1
"6645","Wath",1
"6646","Wathvale & Bishop Monkton",1
"6647","Watling",3
"6648","Watlington",1
"6649","Watnall & Nuthall West",1
"6650","Watton",1
"6651","Watton-at-Stone",1
"6652","Waunarlwydd",1
"6653","Waunfawr",1
"6654","Wavertree Garden Suburb",1
"6655","Wavertree Village",1
"6656","Way",1
"6657","Wayfield & Weeds Wood",1
"6658","Weald Central",1
"6659","Weald North",1
"6660","Weald South",1
"6661","Wealdstone North",1
"6662","Wealdstone South",1
"6663","Weaponness & Ramshill",1
"6664","Weardale",1
"6665","Weaste & Seedley",1
"6666","Weaver & Cuddington",1
"6667","Weavers",1
"6668","Webheath & Callow Hill",1
"6669","Weddington",1
"6670","Wednesbury North",1
"6671","Wednesbury South",1
"6672","Wednesfield North",1
"6673","Wednesfield South",1
"6674","Weeley & Tendring",1
"6675","Weeping Cross & Wildwood",1
"6676","Weetslade",1
"6677","Weetwood",1
"6678","Welbeck",1
"6679","Welford-on-Avon",1
"6680","Welham Green and Hatfield South",1
"6681","Wellesbourne East & Rural",1
"6682","Wellesbourne North & Rural",1
"6683","Wellesbourne South",1
"6684","Wellington",2
"6685","Wells",1
"6686","Wells with Holkham",1
"6687","Wellswood",1
"6688","Welsh Harp",2
"6689","Welshpool Castle",1
"6690","Welshpool Gungrog",1
"6691","Welshpool Llanerchyddol",1
"6692","Welwyn East",1
"6693","Welwyn West",1
"6694","Wem",1
"6695","Wembley Central",1
"6696","Wembley Hill",1
"6697","Wembley Park",1
"6698","Wembury & Brixton",1
"6699","Wendell Park",1
"6700","Wendover, Halton & Stoke Mandeville",1
"6701","Wensley Fold",1
"6702","Wensleydale",1
"6703","Wensum",1
"6704","Wenvoe",1
"6705","Weobley",1
"6706","Weoley & Selly Oak",1
"6707","Werneth",1
"6708","Werrington",1
"6709","Wescott",1
"6710","West",1
"6711","West Auckland",1
"6712","West Bank",1
"6713","West Barnes",1
"6714","West Bay",1
"6715","West Bradford & Grindleton",1
"6716","West Bromwich Central",1
"6717","West Carr",1
"6718","West Chesterton",1
"6719","West Chiltington, Thakeham & Ashington",1
"6720","West Clacton & Jaywick Sands",1
"6721","West Cross",1
"6722","West Dart",1
"6723","West Derby Deysbrook",1
"6724","West Derby Leyfield",1
"6725","West Derby Muirhead",1
"6726","West Downs",1
"6727","West Drayton",1
"6728","West Dulwich",1
"6729","West Dyke",1
"6730","West Ecclesfield",1
"6731","West End",6
"6732","West End North",1
"6733","West End South",1
"6734","West Ewell",1
"6735","West Fenham",1
"6736","West Finchley",1
"6737","West Flegg",1
"6738","West Green",1
"6739","West Hallam & Dale Abbey",1
"6740","West Ham",1
"6741","West Hampstead",1
"6742","West Harrow",1
"6743","West Heath",2
"6744","West Hendon",4
"6745","West Heywood",1
"6746","West Hill",2
"6747","West Hill & Aylesbeare",1
"6748","West Hill & North Laine",1
"6749","West Kensington",2
"6750","West Kirby and Thurstaston",1
"6751","West Leigh",1
"6752","West Marsh",1
"6753","West Middleton",1
"6754","West Moors & Three Legged Cross",1
"6755","West Park",1
"6756","West Parley",1
"6757","West Pennine",1
"6758","West Purbeck",1
"6759","West Putney",1
"6760","West Shoebury",1
"6761","West Southbourne",1
"6762","West St Leonards",1
"6763","West Thamesmead",1
"6764","West Thornton",1
"6765","West Thurrock and South Stifford",7
"6766","West Twickenham",1
"6767","West Wickham",1
"6768","West Winch",1
"6769","West Wycombe & Lane End",1
"6770","Westborough",2
"6771","Westbourne",3
"6772","Westbourne & Poets' Corner",1
"6773","Westbourne & West Cliff",1
"6774","Westbrook",1
"6775","Westbury East",1
"6776","Westbury North",1
"6777","Westbury Park & Northwood",1
"6778","Westbury West",1
"6779","Westbury-on-Severn",1
"6780","Westbury-on-Trym and Henleaze",1
"6781","Westcotes",1
"6782","Westcourt",1
"6783","Westdene & Hove Park",1
"6784","Westerham and Crockham Hill",1
"6785","Western",1
"6786","Western Commons",1
"6787","Western Felixstowe",1
"6788","Western Springs",1
"6789","Westfield",2
"6790","Westgate",1
"6791","Westgate-on-Sea",1
"6792","Westham",1
"6793","Westhoughton North & Hunger Hill",1
"6794","Westhoughton South",1
"6795","Westlands",1
"6796","Westminster",1
"6797","Westmoreland",1
"6798","Westoe",1
"6799","Weston",1
"6800","Weston & Sandon",1
"6801","Weston Favell & Abington Vale",1
"6802","Weston-super-Mare Central",1
"6803","Weston-super-Mare Hillside",1
"6804","Weston-super-Mare Kewstoke",1
"6805","Weston-super-Mare Mid Worle",1
"6806","Weston-super-Mare Milton",1
"6807","Weston-super-Mare North Worle",1
"6808","Weston-super-Mare South",1
"6809","Weston-super-Mare South Worle",1
"6810","Weston-super-Mare Uphill",1
"6811","Weston-super-Mare Winterstoke",1
"6812","Westoning, Flitton & Greenfield",1
"6813","Westward Ho!",1
"6814","Westway",1
"6815","Westwood",1
"6816","Wetheral",1
"6817","Wetherby",1
"6818","Wexham Court",1
"6819","Weybridge Riverside",1
"6820","Weybridge St George's Hill",2
"6821","Whalebone",1
"6822","Whaley Bridge",1
"6823","Whalley & Painter Wood",1
"6824","Whalley Nethertown",1
"6825","Whalley Range",1
"6826","Whaplode and Holbeach St John's",1
"6827","Wharfedale",2
"6828","Wheatlands",1
"6829","Wheatley",3
"6830","Wheatley Hills & Intake",1
"6831","Wheldrake",1
"6832","Whepstead & Wickhambrook",1
"6833","Whetstone",1
"6834","Whickham North",1
"6835","Whickham South and Sunniside",1
"6836","Whimple & Rockbeare",1
"6837","Whinfield",1
"6838","Whissendine",1
"6839","Whiston and Cronton",1
"6840","Whitburn and Marsden",1
"6841","Whitby Groves",1
"6842","Whitby Park",1
"6843","Whitby Streonshalh",1
"6844","Whitby West",1
"6845","Whitchurch North",1
"6846","Whitchurch South",1
"6847","Whitchurch West",1
"6848","Whitchurch and Tongwynlais",1
"6849","Whitchurch, Overton & Laverstoke",1
"6850","White City",1
"6851","White Hart Lane",1
"6852","Whitechapel",2
"6853","Whitecross",1
"6854","Whitefield",1
"6855","Whitefield & Walverden",1
"6856","Whitegate",1
"6857","Whitegrove",1
"6858","Whitehawk & Marina",1
"6859","Whitehill & Windmill Hill",1
"6860","Whitehill Chase",1
"6861","Whitehill Hogmoor & Greatham",1
"6862","Whitehill Pinewood",1
"6863","Whitehouse",1
"6864","Whiteleas",1
"6865","Whiteley and Shedfield",1
"6866","Whitestone",1
"6867","Whitewebbs",2
"6868","Whitewell & Stacksteads",1
"6869","Whitfield",2
"6870","Whitford",1
"6871","Whitland",1
"6872","Whitley",1
"6873","Whitley Bay North",1
"6874","Whitnash",1
"6875","Whittington",1
"6876","Whittington & Streethay",1
"6877","Whittington Moor",1
"6878","Whittlefield with Ightenhill",1
"6879","Whittlesey East & Villages",1
"6880","Whittlesey Lattersey",1
"6881","Whittlesey North West",1
"6882","Whittlesey South",1
"6883","Whittlesford",1
"6884","Whitton",2
"6885","Whitwell",1
"6886","Whitworth",1
"6887","Whoberley",1
"6888","Whyteleafe",1
"6889","Wibsey",1
"6890","Wick St Lawrence & St Georges",1
"6891","Wickersley North",1
"6892","Wickford North",1
"6893","Wickford Park",2
"6894","Wickham Bishops and Woodham",1
"6895","Wickham Market",1
"6896","Wicklewood",1
"6897","Widcombe & Lyncombe",1
"6898","Widemarsh",1
"6899","Widewater",1
"6900","Wigan Central",1
"6901","Wigan West",1
"6902","Wigmore",2
"6903","Wigston All Saints",1
"6904","Wigston Fields",1
"6905","Wigston Meadowcourt",1
"6906","Wigston St Wolstan's",1
"6907","Wigton",1
"6908","Willaston & Thornton",1
"6909","Willaston and Rope",1
"6910","Willenhall North",1
"6911","Willenhall South",1
"6912","Willerby and Kirk Ella",1
"6913","Willesborough",1
"6914","Willesden Green",1
"6915","William Morris",1
"6916","Willington & Hunwick",1
"6917","Willington and Findern",1
"6918","Willoughby with Sloothby",1
"6919","Wilmington, Sutton-at-Hone & Hawley",1
"6920","Wilmslow Dean Row",1
"6921","Wilmslow East",1
"6922","Wilmslow Lacey Green",1
"6923","Wilmslow West and Chorley",1
"6924","Wilnecote",1
"6925","Wilpshire & Ramsgreave",1
"6926","Wilsthorpe",1
"6927","Wilton",1
"6928","Wimbledon Park",1
"6929","Wimbledon Town & Dundonald",1
"6930","Wimborne Minster",1
"6931","Wincanton & Bruton",1
"6932","Winchcombe",1
"6933","Wincheap",1
"6934","Winchmore Hill",1
"6935","Windermere and Ambleside",1
"6936","Windhill and Wrose",1
"6937","Windle",1
"6938","Windlesham & Chobham",2
"6939","Windmill Hill",1
"6940","Windy Nook and Whitehills",1
"6941","Winford",1
"6942","Wingerworth",1
"6943","Wingrove",1
"6944","Winkfield & Warfield East",1
"6945","Winklebury & Manydown",1
"6946","Winkleigh",1
"6947","Winlaton and High Spen",1
"6948","Winnersh",1
"6949","Winsford Dene",1
"6950","Winsford Gravel",1
"6951","Winsford Over & Verdin",1
"6952","Winsford Swanlow",1
"6953","Winsford Wharton",1
"6954","Winshill",1
"6955","Winsley & Westwood",1
"6956","Winslow",1
"6957","Winstanley",1
"6958","Winterborne & Broadmayne",1
"6959","Winterborne North",1
"6960","Winterbourne",1
"6961","Winterslow & Upper Bourne Valley",1
"6962","Winthorpe",1
"6963","Winton East",1
"6964","Winyates",1
"6965","Wirksworth",1
"6966","Wisbech North",1
"6967","Wisbech Riverside",1
"6968","Wisbech South",1
"6969","Wisbech Walsoken & Waterlees",1
"6970","Wish",1
"6971","Wishing Tree",1
"6972","Wissey",1
"6973","Wistaston",1
"6974","Wiston",1
"6975","Wiswell & Barrow",1
"6976","Witham",1
"6977","Witham Central",1
"6978","Witham North",1
"6979","Witham South",1
"6980","Witham St Hughs & Swinderby",1
"6981","Witham West",1
"6982","Witheridge",1
"6983","Withern & Theddlethorpe",1
"6984","Withersfield",1
"6985","Withington",1
"6986","Withyham",1
"6987","Witney Central",1
"6988","Witney East",1
"6989","Witney North",1
"6990","Witney South",1
"6991","Witney West",1
"6992","Wittering",1
"6993","Wivelsfield",1
"6994","Wivenhoe",1
"6995","Wixams & Wilstead",1
"6996","Wokingham Without",1
"6997","Wold View",1
"6998","Woldingham",1
"6999","Wolds",1
"7000","Wolds Weighton",1
"7001","Wollaston & Stourbridge Town",1
"7002","Wollaton West",1
"7003","Wolstanton",1
"7004","Wolston and the Lawfords",1
"7005","Wolvercote",1
"7006","Wolverham",1
"7007","Wolverton",1
"7008","Wolvey and Shilton",1
"7009","Wombourne North",1
"7010","Wombourne South",1
"7011","Wombwell",1
"7012","Wonston and Micheldever",1
"7013","Wood End",1
"7014","Wood Street",1
"7015","Woodberry Down",1
"7016","Woodbridge",1
"7017","Woodbury & Lympstone",1
"7018","Woodcote & Langley Vale",1
"7019","Woodcote & Rotherfield",1
"7020","Woodditton",1
"7021","Woodfield",1
"7022","Woodford & Weedon",1
"7023","Woodhall Farm",1
"7024","Woodhall Spa",1
"7025","Woodham & Rowtown",1
"7026","Woodhouse",2
"7027","Woodhouse Park",2
"7028","Woodingdean",1
"7029","Woodlands",2
"7030","Woodside",1
"7031","Woodstock",1
"7032","Woodstock and Bladon",1
"7033","Woodthorpe",1
"7034","Woodville",1
"7035","Wooler",1
"7036","Woolston",1
"7037","Woolton Village",1
"7038","Woolwell",1
"7039","Woolwich Arsenal",1
"7040","Woolwich Common",1
"7041","Woolwich Dockyard",1
"7042","Wootton",1
"7043","Wootton & Kempston Rural",1
"7044","Wootton Bridge",1
"7045","Wootton Wawen",1
"7046","Worcester Park North",1
"7047","Worcester Park South",1
"7048","Wordsley North",1
"7049","Worksop East",1
"7050","Worksop North",1
"7051","Worksop North East",1
"7052","Worksop North West",1
"7053","Worksop South",1
"7054","Worksop South East",1
"7055","Wormholt",1
"7056","Wormley and Turnford",1
"7057","Wormside",1
"7058","Worplesdon",1
"7059","Worsbrough",1
"7060","Worsley & Westwood Park",1
"7061","Worsley Mesnes",1
"7062","Worstead",1
"7063","Worth Valley",1
"7064","Worthington & Breedon",1
"7065","Wotton-under-Edge",1
"7066","Woughton & Fishermead",1
"7067","Wragby",1
"7068","Wrea Green with Westby",1
"7069","Wreake Valley",1
"7070","Wrenbury",1
"7071","Wrentham, Wangford & Westleton",1
"7072","Wrenthorpe and Outwood West",3
"7073","Wribbenhall & Arley",1
"7074","Wrington",1
"7075","Writtle",1
"7076","Wrockwardine",1
"7077","Wrockwardine Wood & Trench",1
"7078","Wroughton and Wichelstowe",1
"7079","Wroxall, Lowtherville & Bonchurch",1
"7080","Wroxham",1
"7081","Wyberton",1
"7082","Wyboston",1
"7083","Wybunbury",1
"7084","Wycliffe",1
"7085","Wye with Hinxhill",1
"7086","Wyesham",1
"7087","Wyke",1
"7088","Wyken",1
"7089","Wylye Valley",1
"7090","Wymondham",1
"7091","Wynnstay",1
"7092","Wyre Forest Rural",1
"7093","Wyresdale",1
"7094","Wythall East",1
"7095","Wythall West",1
"7096","Y Bala",1
"7097","Y Bontnewydd",1
"7098","Y Faenol",1
"7099","Y Groeslon",1
"7100","Yapton",1
"7101","Yarborough",1
"7102","Yardley East",1
"7103","Yardley West & Stechford",1
"7104","Yarm",1
"7105","Yarmouth North",1
"7106","Yarty",1
"7107","Yate Central",1
"7108","Yate North",1
"7109","Yateley East",1
"7110","Yateley West",1
"7111","Yatton",1
"7112","Yaxley",1
"7113","Yeading",1
"7114","Yeldham",1
"7115","Yeo",1
"7116","Yeoman Hill",1
"7117","Yeovil Central",1
"7118","Yeovil East",1
"7119","Yeovil South",1
"7120","Yeovil West",1
"7121","Yetminster",1
"7122","Yew Tree",1
"7123","Yewdale",1
"7124","Yiewsley",1
"7125","Ynys Gybi",1
"7126","Ynyscedwyn",1
"7127","Ynysddu",1
"7128","Ynysybwl",1
"7129","Youlgrave",1
"7130","Yr Eifl",1
"7131","Yscir with Honddu Isaf and Llanddew",1
